geracao,n_eval,n_frente,f1_min,f2_min,W0_min_kgf,Wf_min_kgf,n_viaveis
167,16700,2,0.9707973420490219,0.9133293114058262,278194.8939889415,99836.85719592955,2
168,16800,1,0.9707973152700916,0.9133292111755109,278194.8863150828,99836.84623966269,1
169,16900,2,0.970797230812512,0.9133286569013348,278194.8621126397,99836.78565144868,2
170,17000,4,0.9707971051768256,0.9133286569013348,278194.8261100623,99836.78565144868,4
171,17100,3,0.9707887919781066,0.9133281879675246,278192.44385236944,99836.73439186765,3
172,17200,4,0.9707882735168464,0.9133281879675246,278192.29528039764,99836.73439186765,4
173,17300,3,0.9707882732844161,0.9133280437933382,278192.29521379166,99836.71863205629,3
174,17400,4,0.9707882732844161,0.9133280216962492,278192.29521379166,99836.71621660341,4
175,17500,6,0.9707882732844161,0.9133279548366641,278192.29521379166,99836.70890812139,6
176,17600,5,0.9707880413271306,0.9133279005746836,278192.2287433455,99836.70297669497,5
