geracao,n_eval,n_frente,f1_min,f2_min,W0_min_kgf,Wf_min_kgf,n_viaveis
296,29600,100,0.9684299311991262,0.9131807861087485,277516.48091353604,99820.62176070466,100
297,29700,100,0.9684299311991262,0.9131807861087485,277516.48091353604,99820.62176070466,100
298,29800,100,0.9684299280667524,0.9131807861087485,277516.4800159126,99820.62176070466,100
299,29900,100,0.9684299280667524,0.9131807861087485,277516.4800159126,99820.62176070466,100
300,30000,100,0.9684299278136124,0.9131807539696614,277516.47994337196,99820.61824755183,100
301,30100,100,0.9684299278136124,0.9131807528896234,277516.47994337196,99820.6181294919,100
302,30200,100,0.9684299278136124,0.9131806787948693,277516.47994337196,99820.61003012698,100
303,30300,100,0.9684299278136124,0.9131806787948693,277516.47994337196,99820.61003012698,100
304,30400,100,0.9684299278136124,0.9131806787948693,277516.47994337196,99820.61003012698,100
305,30500,100,0.9684299249134758,0.9131806734297835,277516.4791122993,99820.60944366457,100
306,30600,100,0.9684299249134758,0.9131806729527805,277516.4791122993,99820.60939152294,100
307,30700,100,0.968429923563543,0.9131806546094048,277516.47872545803,99820.60738639187,100
308,30800,100,0.9684299232995887,0.9131804578646896,277516.4786498184,99820.58588004821,100
309,30900,100,0.9684299232995887,0.9131804578646896,277516.4786498184,99820.58588004821,100
310,31000,100,0.9684299232867357,0.9131804578646896,277516.47864613525,99820.58588004821,100
311,31100,100,0.9684299232867357,0.9131803673303873,277516.47864613525,99820.57598366134,100
312,31200,100,0.9684299232867357,0.913180343724978,277516.47864613525,99820.5734033326,100
313,31300,100,0.9684299232867357,0.9131802559183508,277516.47864613525,99820.56380511037,100
314,31400,100,0.9684299232867357,0.9131802559183508,277516.47864613525,99820.56380511037,100
315,31500,100,0.9684299232867357,0.9131800217942243,277516.47864613525,99820.5382127893,100
316,31600,100,0.9684299232867357,0.9131800217942243,277516.47864613525,99820.5382127893,100
317,31700,100,0.9684299232821654,0.9131800217942243,277516.4786448255,99820.5382127893,100
318,31800,100,0.9684299232821654,0.9131800217942243,277516.4786448255,99820.5382127893,100
319,31900,100,0.9684299228454164,0.913180020851565,277516.4785196693,99820.53810974635,100
320,32000,100,0.9684299228454164,0.913180020851565,277516.4785196693,99820.53810974635,100
